ARM,ETR,Deficit,Excedente,PRECIPITACAO,TEMPERATURA,ETo
2.948176758041195e-07,2.864433973032667e-08,6.954342923488879,0.0,0.0,28.9,6.954342952133218
2.611958216303449e-07,3.362185417377459e-08,9.08150371846062,0.0,0.0,29.6,9.081503752082474
2.33432930858405e-07,0.6000000277628907,8.42816986836505,0.0,0.6,29.2,9.02816989612794
2.099996072063528e-07,2.3433323652052212e-08,7.9341855942017645,0.0,0.0,29.4,7.934185617635088
1.894987800021429e-07,2.050082720420989e-08,7.70423051085688,0.0,0.0,29.8,7.704230531357707
1.7681739311133444e-07,1.268138689080846e-08,5.194879774342217,0.0,0.0,29.2,5.194879787023604
1.7264985233710018e-07,3.800000004167541,1.7888965554942011,0.0,3.8,27.8,5.588896559661742
1.6615639935589573e-07,0.500000006493453,2.8752044162649035,0.0,0.5,26.0,3.3752044227583564
3.828033743903,3.171966422253399,0.0,0.0,7.0,27.0,3.171966422253399
3.6793966218000906,0.14863712210290947,2.8215512256383066,0.0,0.0,26.1,2.970188347741216
3.3565340139026656,0.7228626078974251,6.5651283308801505,0.0,0.4,28.6,7.287990938777575
2.966692999387839,0.3898410145148268,8.869736524826306,0.0,0.0,29.6,9.259577539341134
2.6135256786148813,0.35316732077295754,9.152911659141623,0.0,0.0,29.5,9.50607897991458
2.489215755479229,0.12430992313565215,3.530623171991815,0.0,0.0,27.3,3.654933095127467
2.338389540208966,0.1508262152702633,4.537066895576029,0.0,0.0,28.8,4.687893110846292
2.4929448683594195,4.106504671849546,0.0,0.0,4.26106,25.4148,4.106504671849546
16.523840699487764,1.3170041688716574,0.0,0.0,15.3479,24.4061,1.3170041688716574
18.345402912295754,2.3789077871920092,0.0,0.0,4.20047,24.9582,2.3789077871920092
28.781031287915525,1.66267162438023,0.0,0.0,12.0983,24.5156,1.66267162438023
39.10494529015392,1.2662859977616012,0.0,0.0,11.5902,24.6021,1.2662859977616012
40.33397205351613,1.3423632366377947,0.0,0.0,2.57139,23.8995,1.3423632366377947
41.223032763551025,1.7007892899651051,0.0,0.0,2.58985,24.1746,1.7007892899651051
43.51398576780957,1.8692969957414485,0.0,0.0,4.16025,24.3261,1.8692969957414485
41.96391025050639,1.8457295173031847,1.1703566714500622,0.0,0.295654,24.8184,3.016086188753247
39.188702660562754,2.7752075899436335,2.3564020087654898,0.0,0.0,25.4474,5.131609598709123
36.36425377052943,2.824448890033324,2.785720232708986,0.0,0.0,26.1072,5.61016912274231
33.96529149311754,2.46653897741189,2.7195693291154415,0.0,0.0675767,25.6816,5.1861083065273315
31.983528872732293,2.127660620385247,2.5270961704104797,0.0,0.145898,25.354,4.654756790795727
34.729380735466926,2.8202181372653685,0.0,0.0,5.56607,24.4755,2.8202181372653685
41.02258751466187,4.335993220805055,0.0,0.0,10.6292,24.8889,4.335993220805055
38.7096155808603,2.3129719338015704,2.039637781414574,0.0,0.0,26.7,4.352609715216144
51.65447792309352,2.0551376577667746,0.0,0.0,15.0,24.7,2.0551376577667746
53.19808610466103,2.0563918184324965,0.0,0.0,3.6,24.7,2.0563918184324965
60.59332179642003,2.704764308241,0.0,0.0,10.1,26.2,2.704764308241
57.68382056088173,2.9095012355383005,0.7810955885456043,0.0,0.0,27.3,3.690596824083905
55.01365055332547,2.6701700075562584,0.8844836163725733,0.0,0.0,27.4,3.5546536239288318
51.3257983741231,3.687852179202366,1.5162349406522093,0.0,0.0,27.9,5.2040871198545755
47.25797871725651,4.06781965686659,2.125081590142493,0.0,0.0,28.1,6.1929012470090825
44.23371248922501,3.0242662280315002,1.9358045521080873,0.0,0.0,27.7,4.960070780139588
40.94998735748214,3.2837251317428766,2.5014540773666853,0.0,0.0,28.0,5.785179209109562
37.76360467011998,3.186382687362155,2.8890449765375985,0.0,0.0,27.6,6.075427663899753
34.429962823198544,3.333641846921438,3.597753289020628,0.0,0.0,28.1,6.931395135942066
31.615357292526888,2.814605530671656,3.581709826543136,0.0,0.0,28.7,6.396315357214792
29.166202923570626,2.449154368956261,3.59827473118754,0.0,0.0,28.2,6.047429100143801
27.649611967078425,1.5165909564922018,2.4883273442285185,0.0,0.0,27.2,4.00491830072072
27.57383831696437,5.475773650114055,0.13004570003053662,0.0,5.4,29.2,5.605819350144592
25.156051050611307,2.417787266353063,4.464885490181199,0.0,0.0,27.5685,6.882672756534262
23.042446587459125,2.113604463152182,4.468429073740053,0.0,0.0,29.6,6.582033536892235
20.868917782390536,2.173528805068589,5.2572577687384285,0.0,0.0,28.3,7.430786573807017
19.81982190931641,1.0490958730741262,2.8192782098592075,0.0,0.0,27.1,3.8683740829333337
19.20071547755251,2.6191064317638997,1.7610186179892295,0.0,2.0,27.2,4.380125049753129
17.85986871560592,1.3408467619465902,4.088502097346313,0.0,0.0,27.8,5.429348859292904
16.325326365636155,1.5345423499697652,5.203349495476441,0.0,0.0,27.5,6.737891845446207
15.196842983148441,1.1284833824877136,4.243763537207263,0.0,0.0,28.4,5.372246919694977
14.609516061180086,2.187326921968355,2.368768557717521,0.0,1.6,28.5,4.556095479685876
13.506389093508107,1.1031269676719795,4.78514266222631,0.0,0.0,29.4,5.888269629898289
12.212221242684759,1.2941678508233476,6.26025575968144,0.0,0.0,29.6,7.554423610504788
10.965601919082053,1.2466193236027063,6.828924420696811,0.0,0.0,30.0,8.075543744299518
9.970376568725465,0.9952253503565878,6.140643762200271,0.0,0.0,30.1,7.1358691125568585
9.133276358085695,0.83710021063977,5.739939807078467,0.0,0.0,29.0,6.577040017718237
8.176349743133068,0.9569266149526268,7.343974174463927,0.0,0.0,29.7,8.300900789416554
7.191193182585268,0.9851565605478001,8.643996021478545,0.0,0.0,29.7,9.629152582026345
6.854038331294191,0.3371548512910767,3.2642770692830445,0.0,0.0,28.0,3.601431920574121
6.3074817952625475,1.5465565360316438,5.686056013200411,0.0,1.0,29.0,7.232612549232055
5.791601988479617,0.5158798067829302,5.883688697744849,0.0,0.0,29.4,6.399568504527779
5.245762678372062,0.5458393101075556,6.878282697093624,0.0,0.0,29.5,7.42412200720118
4.626365308042548,0.6193973703295139,8.80428608175246,0.0,0.0,30.1,9.423683452081974
4.158668470054437,0.467696837988111,7.525547068274884,0.0,0.0,30.0,7.993243906262995
4.580199962175399,5.178468507879037,0.0,0.0,5.6,28.6,5.178468507879037
4.08293473481619,0.4972652273592093,8.122231980802676,0.0,0.0,29.1,8.619497208161885
3.7726263618013225,0.31030837301486747,5.61803820110627,0.0,0.0,28.7,5.928346574121138
3.3789162948027363,0.39371006699858624,7.872517785091823,0.0,0.0,28.9,8.26622785209041
3.0730752889842314,0.3058410058185048,6.809877912122161,0.0,0.0,28.8,7.115718917940666
2.8792426127129436,1.1938326762712879,4.692530209272972,0.0,1.0,28.2,5.88636288554426
2.6784830954794043,0.20075951723353924,5.219989437934086,0.0,0.0,29.0,5.420748955167626
2.4203131529840034,0.25816994249540093,7.3433569029995045,0.0,0.0,30.0,7.601526845494906
3.5639111969734265,2.6564019560105767,0.0,0.0,3.8,27.3,2.6564019560105767
43.5292472412598,5.8346639557136255,0.0,0.0,45.8,28.1,5.8346639557136255
39.113406444037686,4.415840797222117,3.6067425912335445,0.0,0.0,29.0,8.022583388455661
36.64876058275326,2.464645861284424,2.4167796833766877,0.0,0.0,27.4,4.881425544661112
34.13772542847642,4.1110351542768395,2.8122038291332343,0.0,1.6,29.0,6.923238983410074
30.66858097383545,3.469144454640972,4.568184107554609,0.0,0.0,29.1,8.037328562195581
28.43694860054896,3.0316323732864907,3.4345728397260267,0.0,0.8,28.6,6.466205213012517
26.150726762904952,2.286221837644007,3.999702495891704,0.0,0.0,29.6,6.285924333535711
23.343282842104607,2.8074439208003454,5.710134493529694,0.0,0.0,29.5,8.517578414330039
20.708686667278563,2.6345961748260436,6.347104725717811,0.0,0.0,30.4,8.981700900543855
19.312425220220437,1.3962614470581265,3.839081711586428,0.0,0.0,29.1,5.235343158644555
18.708490714001574,0.603934506218863,1.778906459007966,0.0,0.0,28.5,2.382840965226829
17.777406441350667,0.9310842726509065,2.8975997035889822,0.0,0.0,27.8,3.8286839762398888
24.92503629329235,0.8523701480583176,0.0,0.0,8.0,25.7,0.8523701480583176
25.521638618833013,3.6033976744593397,0.0,0.0,4.2,28.0,3.6033976744593397
25.2581167431816,1.2635218756514135,0.5149111025451814,0.0,1.0,27.1,1.7784329781965948
34.444779528756385,2.6133372144252176,0.0,0.0,11.8,28.2,2.6133372144252176
33.75119693669638,0.6935825920600038,0.8320349231291781,0.0,0.0,26.9,1.525617515189182
31.667319667800907,2.083877268895474,2.695922056535477,0.0,0.0,27.5,4.779799325430951
30.3055781702015,1.3617414975994073,1.934765768184767,0.0,0.0,27.0,3.2965072657841743
59.53934937077588,5.166228799425615,0.0,0.0,34.4,27.6,5.166228799425615
59.32439574780504,5.014953622970839,0.056307210699874766,0.0,4.8,26.7,5.0712608336707135
53.749695453516985,5.574700294288057,1.8264958909380509,0.0,0.0,27.8,7.401196185226108
47.470746551638356,6.278948901878628,3.037876730253421,0.0,0.0,27.3,9.31682563213205
43.477208644780305,3.9935379068580517,2.597221917551881,0.0,0.0,27.5,6.590759824409933
47.49203102525867,2.785177619521638,0.0,0.0,6.8,25.9,2.785177619521638
74.44776325856907,3.244267766689593,0.0,0.0,30.2,26.3,3.244267766689593
70.2583225462848,4.1894407122842665,0.15448005275096666,0.0,0.0,27.7,4.343920765035233
67.60487540681169,2.6534471394731156,0.23395309220464577,0.0,0.0,27.1,2.8874002316777614
70.87230201193822,3.9325733948734722,0.0,0.0,7.2,28.1646,3.9325733948734722
75.0,2.71816304587025,0.0,0.554138966067967,7.4,27.2,2.71816304587025
71.27226122878452,3.727738771215485,0.09582909534713835,0.0,0.0,27.9,3.823567866562623
70.26375306025524,2.008508168529275,0.06032781869228687,0.0,1.0,25.9,2.068835987221562
75.0,4.4892475556343,0.0,2.77450550462094,12.0,26.8,4.4892475556343
69.51043373974393,5.489566260256069,0.21127722586360598,0.0,0.0,26.7,5.700843486119675
65.94652576599854,3.963907973745387,0.3835422085361828,0.0,0.4,27.5,4.34745018228157
63.57775702786158,2.368768738136964,0.37477034049826763,0.0,0.0,25.9,2.743539078635232
67.03540846081776,3.5423485670438173,0.0,0.0,7.0,26.6,3.5423485670438173
61.72031070093704,5.315097759880722,0.8804949471146504,0.0,0.0,27.6,6.195592706995372
57.709699829091846,4.010610871845195,1.0284736916602784,0.0,0.0,27.5,5.039084563505473
54.9912021484921,2.7184976805997465,0.9004065074885497,0.0,0.0,27.7,3.618904188088296
51.218326918260885,3.7728752302312145,1.557809460849053,0.0,0.0,28.1,5.330684691080267
46.37322539400182,4.845101524259064,2.6080356153141615,0.0,0.0,27.2,7.453137139573226
42.17237292310025,4.200852470901573,2.9209163172665287,0.0,0.0,27.8,7.121768788168102
39.71823127050676,2.454141652593485,2.0424854732592115,0.0,0.0,28.3,4.496627125852696
37.056014927654736,2.6622163428520267,2.5412554157218814,0.0,0.0,27.9,5.203471758573908
34.528787324692175,2.5272276029625615,2.7705694077319896,0.0,0.0,27.6,5.297797010694551
75.0,2.9250350838124066,0.0,11.00375224087977,54.4,26.5,2.9250350838124066
72.38572259253824,2.6142774074617563,0.04665024393712436,0.0,0.0,27.2,2.6609276513988807
67.35010232713596,5.035620265402287,0.37222893424066505,0.0,0.0,27.9,5.407849199642952
62.82348662793841,4.526615699197549,0.6915413814041171,0.0,0.0,28.0,5.218157080601666
59.806078091976325,3.0174085359620832,0.6742188381969854,0.0,0.0,27.3,3.6916273741590686
55.8775070389713,3.9285710530050224,1.1673321088968844,0.0,0.0,28.3,5.095903161901907
52.714330373492785,3.1631766654785167,1.207416718653902,0.0,0.0,27.4,4.370593384132419
48.82362999046603,4.890700383026754,1.8597690220099725,0.0,1.0,28.1,6.750469405036727
46.03739481588371,3.3862351745823234,1.6207963072735825,0.0,0.6,27.1,5.007031481855906
43.76866193664027,2.268732879243437,1.5214608668629541,0.0,0.0,27.0,3.7901937461063913
41.66712011511586,2.501541821524414,1.5888893585313197,0.0,0.4,27.3,4.090431180055734
39.22716746871754,2.839952646398318,2.085755622347197,0.0,0.4,27.4,4.925708268745515
38.371255097616796,2.255912371100743,0.798658152036626,0.0,1.4,26.9,3.054570523137369
35.62698239135798,2.744272706258819,2.8211271186522664,0.0,0.0,27.3,5.565399824911085
33.2520246471435,2.374957744214477,2.799114222464005,0.0,0.0,27.8,5.174071966678482
30.158531803289854,3.093492843853646,4.230091796063521,0.0,0.0,28.3,7.323584639917167
28.002328190989708,2.1562036123001462,3.4073117848919985,0.0,0.0,28.3,5.563515397192145
25.877189733243327,2.125138457746381,3.7942951187613314,0.0,0.0,28.5,5.919433576507712
25.169186401883803,0.7080033313595244,1.3726009840705302,0.0,0.0,27.8,2.0806043154300546
22.800722496435544,2.368463905448259,5.043655639977657,0.0,0.0,26.7314,7.412119545425916
21.025878178526497,1.7748443179090465,4.303024477903846,0.0,0.0,26.5483,6.0778687958128925
19.614989825425756,1.4595117531007415,3.798605072415639,0.0,0.0486234,27.0203,5.258116825516381
18.864594371760347,5.846385453665408,2.1751452507172706,0.0,5.09599,27.0038,8.021530704382679
72.5825288644705,3.4820655072898505,0.0,0.0,57.2,27.6,3.4820655072898505
69.21826511869766,3.3642637457728455,0.19519643092002115,0.0,0.0,27.5,3.5594601766928666
65.93888050516563,3.279384613532031,0.36085397961796195,0.0,0.0,26.9,3.6402385931499928
61.2159450683577,4.72293543680793,0.8511068711620853,0.0,0.0,28.2,5.574042307970015
58.16123601721347,3.054709051144229,0.7844367664591756,0.0,0.0,28.0,3.839145817603405
55.362545110307614,3.798690906905854,0.8999941642537355,0.0,1.0,27.4,4.6986850711595896
51.51752410996133,3.8450210003462857,1.553573521894946,0.0,0.0,27.0,5.398594522241232
48.17628892429252,3.3412351856688076,1.6878939229773007,0.0,0.0,27.8,5.029129108646108
46.45947270918227,1.7168162151102493,1.0046781143908232,0.0,0.0,27.3,2.7214943295010725
43.13689556424675,3.322577144935522,2.2425504631893913,0.0,0.0,27.2,5.5651276081249135
40.48048875576584,2.956406808480909,2.1104865095271164,0.0,0.3,27.8,5.066893318008026
37.40681377345202,3.0736749823138183,2.848866864929212,0.0,0.0,28.2,5.92254184724303
36.60257131885661,3.0042424545954107,0.8258361751048215,0.0,2.2,26.8,3.8300786297002323
34.62805934185033,1.97451197700628,2.184551185907469,0.0,0.0,27.4,4.159063162913749
32.062037584267784,3.166021757582547,3.208349483193412,0.0,0.6,28.2,6.374371240775959
29.976564419786033,2.0854731644817512,2.958787595547162,0.0,0.0,28.0,5.044260760028913
27.040025238611555,2.936539181174478,4.795788754973165,0.0,0.0,29.2,7.732327936147643
25.658384308947802,3.5816409296637532,2.551943523324897,0.0,2.2,28.0,6.13358445298865
23.45054592620654,2.2078383827412615,4.540407876648762,0.0,0.0,27.9,6.748246259390023
21.454742210928476,1.9958037152780648,4.675301686447048,0.0,0.0,28.2,6.671105401725113
19.797302666458354,1.6574395444701224,4.372560724016179,0.0,0.0,28.4,6.030000268486301
18.3863003649232,1.4110023015351523,4.134487013587657,0.0,0.0,26.9,5.5454893151228095
17.346365670845376,1.0399346940778251,3.3267774726054498,0.0,0.0,27.3,4.366712166683275
16.049055536628433,1.2973101342169429,4.532665634903847,0.0,0.0,27.9,5.82997576912079
15.018483940330919,1.0305715962975146,3.947050723424449,0.0,0.0,27.3,4.977622319721964
14.331965095741388,0.6865188445895303,2.8226817413645597,0.0,0.0,28.4,3.50920058595409
13.838671160369172,0.49329393537221655,2.1336135303809036,0.0,0.0,27.5,2.62690746575312
13.244061630397619,0.594609529971553,2.6992148217900747,0.0,0.0,28.5,3.2938243517616277
15.929134541193367,2.514927089204252,0.0,0.0,5.2,27.5,2.514927089204252
21.08342490267307,6.245709638520299,0.0,0.0,11.4,27.9,6.245709638520299
19.55776623883577,1.525658663837298,4.107945675394886,0.0,0.0,28.2,5.633604339232184
17.893342636238074,1.6644236025976973,5.006356425848617,0.0,0.0,28.4,6.670780028446314
16.64452333867943,1.2488192975586436,4.177242467023907,0.0,0.0,27.8,5.426061764582551
15.298858817090464,1.3456645215889669,4.97706011926368,0.0,0.0,27.6,6.3227246408526465
14.418036329191763,0.8808224878987012,3.5665494727199913,0.0,0.0,27.1,4.4473719606186926
13.351482478394628,1.0665538507971348,4.697385144580254,0.0,0.0,27.5,5.763938995377389
12.688979035376853,0.6625034430177745,3.1545166715141724,0.0,0.0,27.4,3.817020114531947
11.817585493547107,0.8713935418297467,4.464489414082086,0.0,0.0,27.6,5.335882955911833
10.9810526606548,0.8365328328923063,4.669773361569883,0.0,0.0,27.9,5.506306194462189
10.183767073120503,0.7972855875342972,4.855937892874017,0.0,0.0,26.9,5.653223480408315
9.399526959531787,0.7842401135887158,5.225931730806157,0.0,0.0,27.8,6.010171844394873
8.684124744730228,0.7154022148015589,5.221803866435057,0.0,0.0,27.8,5.937206081236615
8.246975553275295,0.4371491914549335,3.436607054265386,0.0,0.0,27.4,3.8737562457203194
7.6334922433457795,0.6134833099295154,5.184098736213785,0.0,0.0,27.9,5.7975820461433
9.901800264507928,2.3316919788378505,0.0,0.0,4.6,27.2,2.3316919788378505
9.211545644161278,0.69025462034665,4.729164899961137,0.0,0.0,27.2,5.419419520307787
8.624838140306402,0.5867075038548766,4.3491521589754445,0.0,0.0,27.0,4.935859662830321
8.083299326207717,0.5415388140986845,4.32191679294637,0.0,0.0,26.8,4.863455607045054
7.62007419405485,0.5632251321528668,3.962826010523719,0.0,0.1,27.5,4.526051142676586
7.1499615649931965,0.47011262906165374,4.30582176376713,0.0,0.0,27.9,4.775934392828784
6.825570205281344,0.3243913597118526,3.157940917048246,0.0,0.0,26.9,3.482332276760099
6.10903826982704,0.716531935454304,7.601457514180554,0.0,0.0,26.1647,8.317989449634858
5.497531232230623,0.6115070375964171,7.298760478433398,0.0,0.0,26.0991,7.9102675160298155
4.939867676059202,0.5576635561714207,7.464379942488871,0.0,0.0,26.9762,8.022043498660292
4.376998077972828,0.8744795980863742,8.510287316613697,0.0,0.31161,27.2428,9.384766914700071
3.7864443925534372,0.6024097854193905,10.279623464817615,0.0,0.0118561,27.3817,10.882033250237004
3.2671036479807927,0.5193407445726446,10.544926697952716,0.0,0.0,26.8887,11.064267442525361
2.892773326911032,0.3743303210697606,8.752283718033823,0.0,0.0,25.9721,9.126614039103583
2.4873221650999278,0.4054511618111043,10.920221932151179,0.0,0.0,26.5523,11.325673093962283
2.161552737625321,0.3257694274746066,10.202721019487823,0.0,0.0,26.0574,10.52849044696243
1.8936056374277426,0.2679471001975786,9.65785793553857,0.0,0.0,25.4909,9.925805035736147
1.6796760805783584,0.2139295568493842,8.77720474287634,0.0,0.0,25.6819,8.991134299725724
1.4673314163545381,0.22448506422382025,9.924323659330797,0.0,0.0121404,26.9049,10.148808723554618
1.2914860507674208,0.17584536558711727,9.39804378208052,0.0,0.0,25.973,9.573889147667638
1.119566807403885,0.17191924336353592,10.541958354954811,0.0,0.0,26.7508,10.713877598318348
0.9549493032867002,0.16461750411718468,11.763296760319754,0.0,0.0,25.8612,11.92791426443694
0.8837586614988333,0.07119064178786694,5.739377020553599,0.0,0.0,27.3,5.810567662341466
0.805233662472706,0.0785249990261273,6.900338908626762,0.0,0.0,26.9,6.978863907652889
0.7354945009385223,0.06973916153418369,6.724468527815534,0.0,0.0,26.9,6.794207689349718
0.6876805263699867,0.047813974568535644,4.993587362996594,0.0,0.0,26.9,5.04140133756513
0.6360806801491519,0.0515998462208348,5.798322754338675,0.0,0.0,27.8,5.84992260055951
0.5928538002725674,0.04322687987658447,5.235091981322611,0.0,0.0,26.9,5.278318861199196
0.5570248352389002,0.03582896503366717,4.639521006711394,0.0,0.0,27.7,4.675349971745061
0.5127516817908138,0.044273153448086466,6.1670880624730025,0.0,0.0,27.3,6.211361215921089
0.47488968309008445,0.037861998700729316,5.715323947923854,0.0,0.0,27.9,5.753185946624583
0.4307571091540909,0.04413257393599357,7.271228791048892,0.0,0.0,27.5,7.315361364984885
0.38537891541102287,0.04537819374306801,8.30342179960997,0.0,0.0,27.8,8.348799993353037
0.3646943344636571,0.02068458094736575,4.11687666273386,0.0,0.0,27.1,4.137561243681226
0.3309906959655604,0.03370363849809671,7.238993620875561,0.0,0.0,27.6,7.2726972593736585
0.29855234745717385,0.03243834850838656,7.703435173501204,0.0,0.0,28.6,7.735873522009591
0.2717008533525688,0.026851494104605023,7.041420651350428,0.0,0.0,27.8,7.068272145455033
0.2478630522879988,0.023837801064570036,6.863057605799662,0.0,0.0,27.0,6.886895406864232
0.2246625920196599,0.023200460268338885,7.3475519989956135,0.0,0.0,27.9,7.370752459263953
0.20677083602392962,0.017891755995730285,6.206251594661675,0.0,0.0,26.9,6.224143350657406
0.18874647715316722,0.018024358870762397,6.822454425692575,0.0,0.0,27.2,6.840478784563337
0.17210919767431232,0.016637279478854905,6.904031092845859,0.0,0.0,27.6,6.920668372324713
0.15820775078624166,0.013901446888070657,6.302605891321067,0.0,0.0,27.6,6.316507338209138
0.14794362831102578,0.010264122475215881,5.020566100663672,0.0,0.0,27.5,5.030830223138888
0.13684096428637993,0.011102664024645853,5.839790174649818,0.0,0.0,27.7,5.850892838674464
0.12644220490589062,0.010398759380489314,5.917157341759169,0.0,0.0,28.0,5.9275561011396585
0.11827787080012261,0.008164334105768,4.997983072048443,0.0,0.0,27.8223,5.006147406154211
0.11188253421601645,0.006395336584106168,4.162642728076942,0.0,0.0,26.9,4.169038064661048
0.10451527158145807,0.0073672626345583775,5.101356663271141,0.0,0.0,27.7,5.108723925905699
0.09879031707516077,0.0057249545062973,4.2192954673055665,0.0,0.0,27.7,4.225020421811863
0.09134896598727207,0.007441351087888695,5.866005982955749,0.0,0.0,27.6,5.873447334043638
0.0855987321504454,0.005750233836826671,4.870486651675666,0.0,0.0,27.9,4.876236885512492
0.07923473282325208,0.006363999327193323,5.787815246373184,0.0,0.0,28.0,5.794179245700377
0.07310738419599533,0.006127348627256751,6.030275535493223,0.0,0.0,28.7,6.03640288412048
0.06970833806227283,0.003399046133722494,3.5673088165669307,0.0,0.0,28.1,3.570707862700653
0.06469930872418646,0.0050090293380863765,5.587697572123715,0.0,0.0,28.0,5.592706601461801
0.05996031679001879,0.004738991934167665,5.7003280492160435,0.0,0.0,27.4,5.705067041150211
0.05517471133294923,0.004785605457069561,6.233582116462599,0.0,0.0,28.4,6.238367721919668
0.051166928514142666,0.004007782818806566,5.651841547013606,0.0,0.0,27.6,5.655849329832413
0.04712913149965195,0.004037797014490717,6.161118419049833,0.0,0.0,28.6,6.165156216064324
0.04325500151053192,0.003874129989120033,6.429509203876655,0.0,0.0,28.4,6.433383333865774
0.04003812534442734,0.003216876166104575,5.792838231785717,0.0,0.0,28.4,5.796055107951822
0.03664466828020858,0.0033934570642187648,6.63892099519737,0.0,0.0,28.4,6.642314452261588
